   Elapsed time	   MLII	     V5
        525.467	 -0.220	 -0.080
        525.469	 -0.220	 -0.090
        525.472	 -0.215	 -0.085
        525.475	 -0.205	 -0.070
        525.478	 -0.215	 -0.050
        525.481	 -0.215	 -0.060
        525.483	 -0.215	 -0.080
        525.486	 -0.225	 -0.080
        525.489	 -0.225	 -0.085
        525.492	 -0.225	 -0.075
        525.494	 -0.210	 -0.065
        525.497	 -0.210	 -0.075
        525.500	 -0.215	 -0.075
        525.503	 -0.220	 -0.080
        525.506	 -0.230	 -0.080
        525.508	 -0.220	 -0.085
        525.511	 -0.210	 -0.075
        525.514	 -0.205	 -0.085
        525.517	 -0.225	 -0.095
        525.519	 -0.220	 -0.085
        525.522	 -0.220	 -0.100
        525.525	 -0.235	 -0.090
        525.528	 -0.225	 -0.080
        525.531	 -0.220	 -0.095
        525.533	 -0.230	 -0.100
        525.536	 -0.230	 -0.110
        525.539	 -0.240	 -0.105
        525.542	 -0.230	 -0.110
        525.544	 -0.225	 -0.095
        525.547	 -0.220	 -0.090
        525.550	 -0.225	 -0.090
        525.553	 -0.230	 -0.110
        525.556	 -0.245	 -0.110
        525.558	 -0.230	 -0.095
        525.561	 -0.235	 -0.105
        525.564	 -0.235	 -0.105
        525.567	 -0.240	 -0.110
        525.569	 -0.255	 -0.120
        525.572	 -0.270	 -0.110
        525.575	 -0.260	 -0.105
        525.578	 -0.235	 -0.090
        525.581	 -0.245	 -0.105
        525.583	 -0.245	 -0.115
        525.586	 -0.245	 -0.135
        525.589	 -0.250	 -0.130
        525.592	 -0.240	 -0.110
        525.594	 -0.240	 -0.090
        525.597	 -0.240	 -0.115
        525.600	 -0.240	 -0.120
        525.603	 -0.240	 -0.120
        525.606	 -0.265	 -0.130
        525.608	 -0.255	 -0.120
        525.611	 -0.250	 -0.110
        525.614	 -0.250	 -0.110
        525.617	 -0.250	 -0.110
        525.619	 -0.260	 -0.110
        525.622	 -0.270	 -0.115
        525.625	 -0.250	 -0.105
        525.628	 -0.250	 -0.095
        525.631	 -0.235	 -0.105
        525.633	 -0.245	 -0.115
        525.636	 -0.260	 -0.105
        525.639	 -0.265	 -0.115
        525.642	 -0.255	 -0.100
        525.644	 -0.250	 -0.100
        525.647	 -0.240	 -0.110
        525.650	 -0.260	 -0.120
        525.653	 -0.265	 -0.125
        525.656	 -0.270	 -0.115
        525.658	 -0.265	 -0.105
        525.661	 -0.240	 -0.100
        525.664	 -0.220	 -0.105
        525.667	 -0.225	 -0.105
        525.669	 -0.235	 -0.115
        525.672	 -0.255	 -0.125
        525.675	 -0.245	 -0.110
        525.678	 -0.235	 -0.100
        525.681	 -0.230	 -0.105
        525.683	 -0.225	 -0.115
        525.686	 -0.250	 -0.120
        525.689	 -0.250	 -0.120
        525.692	 -0.250	 -0.105
        525.694	 -0.260	 -0.090
        525.697	 -0.250	 -0.100
        525.700	 -0.255	 -0.115
        525.703	 -0.245	 -0.120
        525.706	 -0.240	 -0.130
        525.708	 -0.220	 -0.110
        525.711	 -0.205	 -0.100
        525.714	 -0.190	 -0.090
        525.717	 -0.190	 -0.100
        525.719	 -0.195	 -0.105
        525.722	 -0.195	 -0.100
        525.725	 -0.185	 -0.095
        525.728	 -0.165	 -0.075
        525.731	 -0.155	 -0.075
        525.733	 -0.145	 -0.075
        525.736	 -0.140	 -0.075
        525.739	 -0.150	 -0.090
        525.742	 -0.135	 -0.070
        525.744	 -0.135	 -0.055
        525.747	 -0.125	 -0.065
        525.750	 -0.130	 -0.070
        525.753	 -0.140	 -0.065
        525.756	 -0.160	 -0.050
        525.758	 -0.170	 -0.045
        525.761	 -0.160	 -0.040
        525.764	 -0.150	 -0.050
        525.767	 -0.165	 -0.060
        525.769	 -0.190	 -0.055
        525.772	 -0.190	 -0.060
        525.775	 -0.170	 -0.060
        525.778	 -0.135	 -0.065
        525.781	 -0.125	 -0.080
        525.783	 -0.150	 -0.095
        525.786	 -0.190	 -0.085
        525.789	 -0.235	 -0.095
        525.792	 -0.235	 -0.095
        525.794	 -0.235	 -0.095
        525.797	 -0.240	 -0.100
        525.800	 -0.260	 -0.100
        525.803	 -0.270	 -0.110
        525.806	 -0.295	 -0.125
        525.808	 -0.285	 -0.115
        525.811	 -0.285	 -0.100
        525.814	 -0.275	 -0.115
        525.817	 -0.280	 -0.120
        525.819	 -0.275	 -0.125
        525.822	 -0.290	 -0.130
        525.825	 -0.290	 -0.115
        525.828	 -0.290	 -0.110
        525.831	 -0.285	 -0.110
        525.833	 -0.280	 -0.120
        525.836	 -0.285	 -0.140
        525.839	 -0.305	 -0.130
        525.842	 -0.290	 -0.115
        525.844	 -0.295	 -0.100
        525.847	 -0.290	 -0.115
        525.850	 -0.305	 -0.115
        525.853	 -0.300	 -0.125
        525.856	 -0.305	 -0.130
        525.858	 -0.300	 -0.125
        525.861	 -0.300	 -0.110
        525.864	 -0.295	 -0.115
        525.867	 -0.295	 -0.140
        525.869	 -0.320	 -0.170
        525.872	 -0.330	 -0.180
        525.875	 -0.335	 -0.200
        525.878	 -0.360	 -0.210
        525.881	 -0.385	 -0.250
        525.883	 -0.410	 -0.265
        525.886	 -0.435	 -0.240
        525.889	 -0.485	 -0.160
        525.892	 -0.505	 -0.030
        525.894	 -0.470	  0.070
        525.897	 -0.380	  0.135
        525.900	 -0.255	  0.195
        525.903	 -0.115	  0.285
        525.906	  0.070	  0.395
        525.908	  0.355	  0.520
        525.911	  0.625	  0.570
        525.914	  0.795	  0.480
        525.917	  0.875	  0.230
        525.919	  0.815	 -0.080
        525.922	  0.580	 -0.285
        525.925	  0.235	 -0.290
        525.928	 -0.115	 -0.225
        525.931	 -0.360	 -0.195
        525.933	 -0.475	 -0.185
        525.936	 -0.475	 -0.180
        525.939	 -0.425	 -0.175
        525.942	 -0.375	 -0.170
        525.944	 -0.350	 -0.155
        525.947	 -0.365	 -0.160
        525.950	 -0.355	 -0.185
        525.953	 -0.350	 -0.180
        525.956	 -0.360	 -0.180
        525.958	 -0.355	 -0.165
        525.961	 -0.345	 -0.150
        525.964	 -0.335	 -0.155
        525.967	 -0.340	 -0.170
        525.969	 -0.350	 -0.170
        525.972	 -0.360	 -0.180
        525.975	 -0.355	 -0.165
        525.978	 -0.340	 -0.150
        525.981	 -0.335	 -0.155
        525.983	 -0.340	 -0.160
        525.986	 -0.345	 -0.185
        525.989	 -0.360	 -0.190
        525.992	 -0.350	 -0.185
        525.994	 -0.345	 -0.170
        525.997	 -0.360	 -0.165
        526.000	 -0.360	 -0.165
        526.003	 -0.345	 -0.170
        526.006	 -0.355	 -0.170
        526.008	 -0.355	 -0.165
        526.011	 -0.355	 -0.145
        526.014	 -0.345	 -0.160
        526.017	 -0.360	 -0.165
        526.019	 -0.355	 -0.185
        526.022	 -0.365	 -0.185
        526.025	 -0.355	 -0.160
        526.028	 -0.355	 -0.160
        526.031	 -0.355	 -0.160
        526.033	 -0.360	 -0.170
        526.036	 -0.370	 -0.165
        526.039	 -0.370	 -0.170
        526.042	 -0.365	 -0.145
        526.044	 -0.360	 -0.140
        526.047	 -0.340	 -0.150
        526.050	 -0.350	 -0.160
        526.053	 -0.365	 -0.165
        526.056	 -0.380	 -0.170
        526.058	 -0.370	 -0.160
        526.061	 -0.370	 -0.150
        526.064	 -0.345	 -0.155
        526.067	 -0.350	 -0.175
        526.069	 -0.360	 -0.180
        526.072	 -0.365	 -0.175
        526.075	 -0.365	 -0.170
        526.078	 -0.350	 -0.160
        526.081	 -0.355	 -0.165
        526.083	 -0.365	 -0.160
        526.086	 -0.370	 -0.170
        526.089	 -0.380	 -0.185
        526.092	 -0.365	 -0.185
        526.094	 -0.350	 -0.165
        526.097	 -0.355	 -0.175
        526.100	 -0.365	 -0.180
        526.103	 -0.370	 -0.185
        526.106	 -0.375	 -0.190
        526.108	 -0.360	 -0.185
        526.111	 -0.370	 -0.165
        526.114	 -0.365	 -0.185
        526.117	 -0.360	 -0.195
        526.119	 -0.370	 -0.195
        526.122	 -0.365	 -0.200
        526.125	 -0.350	 -0.195
        526.128	 -0.335	 -0.190
        526.131	 -0.335	 -0.200
        526.133	 -0.335	 -0.215
        526.136	 -0.350	 -0.225
        526.139	 -0.370	 -0.235
        526.142	 -0.350	 -0.230
        526.144	 -0.350	 -0.220
        526.147	 -0.370	 -0.225
        526.150	 -0.370	 -0.235
        526.153	 -0.375	 -0.250
        526.156	 -0.385	 -0.260
        526.158	 -0.385	 -0.265
        526.161	 -0.390	 -0.260
        526.164	 -0.395	 -0.270
        526.167	 -0.395	 -0.275
        526.169	 -0.405	 -0.290
        526.172	 -0.410	 -0.290
        526.175	 -0.395	 -0.280
        526.178	 -0.385	 -0.265
        526.181	 -0.375	 -0.280
        526.183	 -0.380	 -0.280
        526.186	 -0.390	 -0.305
        526.189	 -0.410	 -0.285
        526.192	 -0.400	 -0.280
        526.194	 -0.390	 -0.250
        526.197	 -0.365	 -0.260
        526.200	 -0.365	 -0.245
        526.203	 -0.375	 -0.250
        526.206	 -0.385	 -0.250
        526.208	 -0.365	 -0.225
        526.211	 -0.355	 -0.215
        526.214	 -0.345	 -0.190
        526.217	 -0.355	 -0.195
        526.219	 -0.350	 -0.195
        526.222	 -0.340	 -0.185
        526.225	 -0.320	 -0.170
        526.228	 -0.300	 -0.145
        526.231	 -0.290	 -0.150
        526.233	 -0.290	 -0.155
        526.236	 -0.300	 -0.150
        526.239	 -0.300	 -0.150
        526.242	 -0.295	 -0.125
        526.244	 -0.275	 -0.120
        526.247	 -0.265	 -0.140
        526.250	 -0.260	 -0.140
        526.253	 -0.265	 -0.145
        526.256	 -0.280	 -0.140
        526.258	 -0.280	 -0.120
        526.261	 -0.270	 -0.120
        526.264	 -0.260	 -0.120
        526.267	 -0.265	 -0.135
        526.269	 -0.270	 -0.130
        526.272	 -0.280	 -0.140
        526.275	 -0.255	 -0.135
        526.278	 -0.250	 -0.125
        526.281	 -0.250	 -0.140
        526.283	 -0.265	 -0.140
        526.286	 -0.275	 -0.140
        526.289	 -0.280	 -0.130
        526.292	 -0.270	 -0.120
        526.294	 -0.260	 -0.110
        526.297	 -0.250	 -0.115
        526.300	 -0.255	 -0.125
        526.303	 -0.270	 -0.140
        526.306	 -0.280	 -0.145
        526.308	 -0.270	 -0.140
        526.311	 -0.265	 -0.135
        526.314	 -0.270	 -0.130
        526.317	 -0.270	 -0.140
        526.319	 -0.290	 -0.140
        526.322	 -0.285	 -0.140
        526.325	 -0.280	 -0.130
        526.328	 -0.270	 -0.125
        526.331	 -0.270	 -0.130
        526.333	 -0.270	 -0.130
        526.336	 -0.285	 -0.150
        526.339	 -0.305	 -0.160
        526.342	 -0.305	 -0.150
        526.344	 -0.300	 -0.145
        526.347	 -0.290	 -0.145
        526.350	 -0.290	 -0.150
        526.353	 -0.305	 -0.160
        526.356	 -0.310	 -0.150
        526.358	 -0.300	 -0.155
        526.361	 -0.290	 -0.150
        526.364	 -0.290	 -0.155
        526.367	 -0.290	 -0.150
        526.369	 -0.300	 -0.155
        526.372	 -0.310	 -0.160
        526.375	 -0.300	 -0.165
        526.378	 -0.300	 -0.155
        526.381	 -0.290	 -0.155
        526.383	 -0.290	 -0.170
        526.386	 -0.300	 -0.180
        526.389	 -0.320	 -0.165
        526.392	 -0.325	 -0.165
        526.394	 -0.310	 -0.155
        526.397	 -0.310	 -0.165
        526.400	 -0.315	 -0.180
        526.403	 -0.335	 -0.180
        526.406	 -0.335	 -0.175
        526.408	 -0.330	 -0.165
        526.411	 -0.315	 -0.160
        526.414	 -0.315	 -0.165
        526.417	 -0.320	 -0.160
        526.419	 -0.325	 -0.180
        526.422	 -0.335	 -0.175
        526.425	 -0.330	 -0.175
        526.428	 -0.325	 -0.150
        526.431	 -0.305	 -0.170
        526.433	 -0.310	 -0.170
        526.436	 -0.310	 -0.180
        526.439	 -0.325	 -0.175
        526.442	 -0.320	 -0.180
        526.444	 -0.310	 -0.150
        526.447	 -0.300	 -0.170
        526.450	 -0.305	 -0.165
        526.453	 -0.310	 -0.185
        526.456	 -0.325	 -0.185
        526.458	 -0.325	 -0.165
        526.461	 -0.315	 -0.160
        526.464	 -0.325	 -0.170
        526.467	 -0.320	 -0.180
        526.469	 -0.320	 -0.185
        526.472	 -0.335	 -0.180
        526.475	 -0.330	 -0.165
        526.478	 -0.330	 -0.160
        526.481	 -0.305	 -0.165
        526.483	 -0.315	 -0.170
        526.486	 -0.315	 -0.185
        526.489	 -0.325	 -0.200
        526.492	 -0.320	 -0.180
        526.494	 -0.315	 -0.150
        526.497	 -0.310	 -0.160
        526.500	 -0.300	 -0.165
        526.503	 -0.290	 -0.190
        526.506	 -0.300	 -0.180
        526.508	 -0.310	 -0.175
        526.511	 -0.295	 -0.165
        526.514	 -0.280	 -0.175
        526.517	 -0.280	 -0.175
        526.519	 -0.280	 -0.180
        526.522	 -0.290	 -0.185
        526.525	 -0.265	 -0.180
        526.528	 -0.255	 -0.155
        526.531	 -0.245	 -0.160
        526.533	 -0.250	 -0.165
        526.536	 -0.250	 -0.175
        526.539	 -0.250	 -0.180
        526.542	 -0.230	 -0.155
        526.544	 -0.215	 -0.140
        526.547	 -0.210	 -0.130
        526.550	 -0.215	 -0.135
        526.553	 -0.215	 -0.145
        526.556	 -0.235	 -0.165
        526.558	 -0.230	 -0.150
        526.561	 -0.220	 -0.125
        526.564	 -0.210	 -0.130
        526.567	 -0.205	 -0.135
        526.569	 -0.210	 -0.120
        526.572	 -0.225	 -0.125
        526.575	 -0.225	 -0.120
        526.578	 -0.230	 -0.125
        526.581	 -0.225	 -0.140
        526.583	 -0.245	 -0.145
        526.586	 -0.260	 -0.150
        526.589	 -0.270	 -0.150
        526.592	 -0.245	 -0.145
        526.594	 -0.220	 -0.130
        526.597	 -0.230	 -0.135
        526.600	 -0.250	 -0.150
        526.603	 -0.275	 -0.170
        526.606	 -0.300	 -0.165
        526.608	 -0.315	 -0.160
        526.611	 -0.320	 -0.165
        526.614	 -0.325	 -0.170
        526.617	 -0.345	 -0.175
        526.619	 -0.355	 -0.185
        526.622	 -0.370	 -0.190
        526.625	 -0.360	 -0.185
        526.628	 -0.350	 -0.180
        526.631	 -0.350	 -0.180
        526.633	 -0.340	 -0.185
        526.636	 -0.345	 -0.170
        526.639	 -0.355	 -0.185
        526.642	 -0.345	 -0.175
        526.644	 -0.335	 -0.180
        526.647	 -0.340	 -0.180
        526.650	 -0.350	 -0.190
        526.653	 -0.360	 -0.195
        526.656	 -0.365	 -0.195
        526.658	 -0.360	 -0.185
        526.661	 -0.350	 -0.180
        526.664	 -0.340	 -0.170
        526.667	 -0.350	 -0.185
        526.669	 -0.365	 -0.190
        526.672	 -0.380	 -0.195
        526.675	 -0.365	 -0.185
        526.678	 -0.350	 -0.170
        526.681	 -0.340	 -0.175
        526.683	 -0.340	 -0.180
        526.686	 -0.350	 -0.215
        526.689	 -0.375	 -0.230
        526.692	 -0.390	 -0.240
        526.694	 -0.405	 -0.235
        526.697	 -0.435	 -0.275
        526.700	 -0.465	 -0.305
        526.703	 -0.485	 -0.325
        526.706	 -0.530	 -0.275
        526.708	 -0.555	 -0.165
        526.711	 -0.560	 -0.055
        526.714	 -0.495	  0.035
        526.717	 -0.380	  0.090
        526.719	 -0.250	  0.135
        526.722	 -0.095	  0.250
        526.725	  0.155	  0.370
        526.728	  0.435	  0.485
        526.731	  0.680	  0.490
        526.733	  0.835	  0.325
        526.736	  0.870	  0.035
        526.739	  0.735	 -0.250
        526.742	  0.435	 -0.365
        526.744	  0.060	 -0.340
        526.747	 -0.255	 -0.285
        526.750	 -0.450	 -0.250
        526.753	 -0.550	 -0.235
        526.756	 -0.530	 -0.230
        526.758	 -0.470	 -0.215
        526.761	 -0.425	 -0.205
        526.764	 -0.400	 -0.215
        526.767	 -0.420	 -0.230
        526.769	 -0.415	 -0.225
        526.772	 -0.415	 -0.225
        526.775	 -0.410	 -0.210
        526.778	 -0.385	 -0.210
        526.781	 -0.385	 -0.210
        526.783	 -0.385	 -0.205
        526.786	 -0.400	 -0.225
        526.789	 -0.415	 -0.225
        526.792	 -0.410	 -0.225
        526.794	 -0.390	 -0.205
        526.797	 -0.395	 -0.205
        526.800	 -0.395	 -0.215
        526.803	 -0.410	 -0.220
        526.806	 -0.415	 -0.220
        526.808	 -0.420	 -0.215
        526.811	 -0.405	 -0.200
        526.814	 -0.405	 -0.200
        526.817	 -0.405	 -0.200
        526.819	 -0.405	 -0.215
        526.822	 -0.410	 -0.220
        526.825	 -0.415	 -0.200
        526.828	 -0.415	 -0.190
        526.831	 -0.400	 -0.190
        526.833	 -0.400	 -0.205
        526.836	 -0.405	 -0.215
        526.839	 -0.425	 -0.205
        526.842	 -0.425	 -0.195
        526.844	 -0.410	 -0.185
        526.847	 -0.405	 -0.185
        526.850	 -0.395	 -0.195
        526.853	 -0.405	 -0.220
        526.856	 -0.405	 -0.220
        526.858	 -0.415	 -0.200
        526.861	 -0.395	 -0.185
        526.864	 -0.390	 -0.190
        526.867	 -0.395	 -0.210
        526.869	 -0.400	 -0.205
        526.872	 -0.410	 -0.205
        526.875	 -0.410	 -0.210
        526.878	 -0.410	 -0.200
        526.881	 -0.400	 -0.200
        526.883	 -0.405	 -0.205
        526.886	 -0.415	 -0.205
        526.889	 -0.410	 -0.205
        526.892	 -0.410	 -0.190
        526.894	 -0.395	 -0.190
        526.897	 -0.395	 -0.185
        526.900	 -0.390	 -0.190
        526.903	 -0.400	 -0.215
        526.906	 -0.425	 -0.215
        526.908	 -0.410	 -0.210
        526.911	 -0.395	 -0.200
        526.914	 -0.405	 -0.205
        526.917	 -0.405	 -0.200
        526.919	 -0.405	 -0.210
        526.922	 -0.420	 -0.205
        526.925	 -0.405	 -0.205
        526.928	 -0.395	 -0.205
        526.931	 -0.390	 -0.210
        526.933	 -0.380	 -0.225
        526.936	 -0.395	 -0.235
        526.939	 -0.395	 -0.235
        526.942	 -0.400	 -0.230
        526.944	 -0.395	 -0.220
        526.947	 -0.395	 -0.225
        526.950	 -0.410	 -0.250
        526.953	 -0.405	 -0.255
        526.956	 -0.410	 -0.265
        526.958	 -0.410	 -0.260
        526.961	 -0.415	 -0.265
        526.964	 -0.405	 -0.280
        526.967	 -0.415	 -0.285
        526.969	 -0.420	 -0.290
        526.972	 -0.440	 -0.310
        526.975	 -0.430	 -0.305
        526.978	 -0.435	 -0.295
        526.981	 -0.435	 -0.300
        526.983	 -0.440	 -0.305
        526.986	 -0.455	 -0.335
        526.989	 -0.455	 -0.325
        526.992	 -0.455	 -0.300
        526.994	 -0.455	 -0.305
        526.997	 -0.440	 -0.310
        527.000	 -0.435	 -0.320
        527.003	 -0.455	 -0.310
        527.006	 -0.465	 -0.310
        527.008	 -0.440	 -0.290
        527.011	 -0.420	 -0.270
        527.014	 -0.415	 -0.260
        527.017	 -0.405	 -0.255
        527.019	 -0.405	 -0.250
        527.022	 -0.405	 -0.250
        527.025	 -0.390	 -0.225
        527.028	 -0.375	 -0.200
        527.031	 -0.365	 -0.200
        527.033	 -0.355	 -0.190
        527.036	 -0.365	 -0.195
        527.039	 -0.355	 -0.180
        527.042	 -0.345	 -0.150
        527.044	 -0.330	 -0.135
        527.047	 -0.325	 -0.145
        527.050	 -0.320	 -0.155
        527.053	 -0.315	 -0.160
        527.056	 -0.310	 -0.145
        527.058	 -0.310	 -0.135
        527.061	 -0.305	 -0.115
        527.064	 -0.285	 -0.120
        527.067	 -0.285	 -0.125
        527.069	 -0.295	 -0.135
        527.072	 -0.315	 -0.140
        527.075	 -0.300	 -0.125
        527.078	 -0.285	 -0.110
        527.081	 -0.270	 -0.125
        527.083	 -0.275	 -0.125
        527.086	 -0.270	 -0.125
        527.089	 -0.275	 -0.135
        527.092	 -0.280	 -0.115
        527.094	 -0.270	 -0.105
        527.097	 -0.265	 -0.120
        527.100	 -0.265	 -0.115
        527.103	 -0.285	 -0.125
        527.106	 -0.305	 -0.125
        527.108	 -0.295	 -0.115
        527.111	 -0.280	 -0.115
        527.114	 -0.270	 -0.110
        527.117	 -0.280	 -0.110
        527.119	 -0.280	 -0.120
        527.122	 -0.295	 -0.135
        527.125	 -0.285	 -0.130
        527.128	 -0.280	 -0.110
        527.131	 -0.275	 -0.120
        527.133	 -0.285	 -0.115
        527.136	 -0.290	 -0.130
        527.139	 -0.305	 -0.130
        527.142	 -0.300	 -0.130
        527.144	 -0.280	 -0.115
        527.147	 -0.285	 -0.125
        527.150	 -0.290	 -0.130
        527.153	 -0.290	 -0.140
        527.156	 -0.300	 -0.120
        527.158	 -0.300	 -0.120
        527.161	 -0.285	 -0.115
        527.164	 -0.275	 -0.115
        527.167	 -0.275	 -0.130
        527.169	 -0.280	 -0.135
        527.172	 -0.300	 -0.140
        527.175	 -0.280	 -0.130
        527.178	 -0.270	 -0.125
        527.181	 -0.275	 -0.115
        527.183	 -0.290	 -0.125
        527.186	 -0.295	 -0.135
        527.189	 -0.305	 -0.135
        527.192	 -0.305	 -0.135
        527.194	 -0.290	 -0.120
        527.197	 -0.285	 -0.140
        527.200	 -0.295	 -0.135
        527.203	 -0.310	 -0.135
        527.206	 -0.315	 -0.140
        527.208	 -0.305	 -0.130
        527.211	 -0.300	 -0.125
        527.214	 -0.285	 -0.135
        527.217	 -0.280	 -0.135
        527.219	 -0.295	 -0.145
        527.222	 -0.290	 -0.140
        527.225	 -0.300	 -0.140
        527.228	 -0.290	 -0.120
        527.231	 -0.270	 -0.115
        527.233	 -0.285	 -0.140
        527.236	 -0.285	 -0.140
        527.239	 -0.290	 -0.140
        527.242	 -0.300	 -0.120
        527.244	 -0.285	 -0.125
        527.247	 -0.295	 -0.130
        527.250	 -0.295	 -0.135
        527.253	 -0.305	 -0.140
        527.256	 -0.310	 -0.155
        527.258	 -0.310	 -0.145
        527.261	 -0.300	 -0.130
        527.264	 -0.295	 -0.125
        527.267	 -0.295	 -0.135
        527.269	 -0.305	 -0.145
        527.272	 -0.320	 -0.140
        527.275	 -0.310	 -0.140
        527.278	 -0.300	 -0.115
        527.281	 -0.295	 -0.125
        527.283	 -0.305	 -0.130
        527.286	 -0.305	 -0.145
        527.289	 -0.315	 -0.135
        527.292	 -0.305	 -0.135
        527.294	 -0.295	 -0.135
        527.297	 -0.285	 -0.135
        527.300	 -0.290	 -0.135
        527.303	 -0.290	 -0.140
        527.306	 -0.300	 -0.140
        527.308	 -0.285	 -0.125
        527.311	 -0.285	 -0.115
        527.314	 -0.280	 -0.125
        527.317	 -0.275	 -0.125
        527.319	 -0.295	 -0.135
        527.322	 -0.300	 -0.145
        527.325	 -0.300	 -0.130
        527.328	 -0.295	 -0.120
        527.331	 -0.285	 -0.120
        527.333	 -0.290	 -0.125
        527.336	 -0.295	 -0.140
        527.339	 -0.305	 -0.140
        527.342	 -0.305	 -0.140
        527.344	 -0.295	 -0.130
        527.347	 -0.295	 -0.125
        527.350	 -0.300	 -0.130
        527.353	 -0.290	 -0.140
        527.356	 -0.300	 -0.140
        527.358	 -0.285	 -0.135
        527.361	 -0.250	 -0.140
        527.364	 -0.240	 -0.130
        527.367	 -0.220	 -0.140
        527.369	 -0.220	 -0.135
        527.372	 -0.220	 -0.140
        527.375	 -0.215	 -0.125
        527.378	 -0.200	 -0.100
        527.381	 -0.185	 -0.105
        527.383	 -0.180	 -0.110
        527.386	 -0.180	 -0.115
        527.389	 -0.170	 -0.120
        527.392	 -0.170	 -0.095
        527.394	 -0.165	 -0.090
        527.397	 -0.160	 -0.085
        527.400	 -0.170	 -0.080
        527.403	 -0.180	 -0.095
        527.406	 -0.200	 -0.085
        527.408	 -0.200	 -0.070
        527.411	 -0.195	 -0.065
        527.414	 -0.190	 -0.060
        527.417	 -0.185	 -0.060
        527.419	 -0.180	 -0.075
        527.422	 -0.205	 -0.080
        527.425	 -0.210	 -0.055
        527.428	 -0.195	 -0.055
        527.431	 -0.180	 -0.070
        527.433	 -0.160	 -0.080
        527.436	 -0.160	 -0.100
        527.439	 -0.135	 -0.105
        527.442	 -0.155	 -0.095
        527.444	 -0.180	 -0.090
        527.447	 -0.210	 -0.100
        527.450	 -0.235	 -0.095
        527.453	 -0.235	 -0.125
        527.456	 -0.270	 -0.120
        527.458	 -0.285	 -0.125
        527.461	 -0.290	 -0.105
        527.464	 -0.285	 -0.120
        527.467	 -0.295	 -0.120
        527.469	 -0.315	 -0.135
        527.472	 -0.325	 -0.140
        527.475	 -0.310	 -0.140
        527.478	 -0.310	 -0.135
        527.481	 -0.295	 -0.130
        527.483	 -0.310	 -0.130
        527.486	 -0.325	 -0.140
        527.489	 -0.320	 -0.145
        527.492	 -0.325	 -0.135
        527.494	 -0.325	 -0.120
        527.497	 -0.310	 -0.125
        527.500	 -0.305	 -0.140
        527.503	 -0.320	 -0.150
        527.506	 -0.320	 -0.145
        527.508	 -0.320	 -0.140
        527.511	 -0.310	 -0.135
        527.514	 -0.300	 -0.130
        527.517	 -0.315	 -0.135
        527.519	 -0.315	 -0.160
        527.522	 -0.325	 -0.165
        527.525	 -0.325	 -0.180
        527.528	 -0.330	 -0.195
        527.531	 -0.340	 -0.210
        527.533	 -0.385	 -0.210
        527.536	 -0.425	 -0.240
        527.539	 -0.450	 -0.255
        527.542	 -0.440	 -0.275
        527.544	 -0.435	 -0.275
        527.547	 -0.465	 -0.275
        527.550	 -0.515	 -0.240
        527.553	 -0.545	 -0.165
        527.556	 -0.550	 -0.065
        527.558	 -0.500	  0.050
        527.561	 -0.425	  0.135
        527.564	 -0.295	  0.210
        527.567	 -0.175	  0.310
        527.569	 -0.025	  0.395
        527.572	  0.190	  0.505
        527.575	  0.480	  0.600
        527.578	  0.730	  0.615
        527.581	  0.875	  0.440
        527.583	  0.900	  0.095
        527.586	  0.750	 -0.180
        527.589	  0.405	 -0.275
        527.592	 -0.025	 -0.235
        527.594	 -0.345	 -0.200
        527.597	 -0.475	 -0.190
        527.600	 -0.470	 -0.170
        527.603	 -0.425	 -0.190
        527.606	 -0.375	 -0.185
        527.608	 -0.345	 -0.175
        527.611	 -0.350	 -0.170
        527.614	 -0.355	 -0.165
        527.617	 -0.340	 -0.170
        527.619	 -0.365	 -0.185
        527.622	 -0.370	 -0.190
        527.625	 -0.370	 -0.170
        527.628	 -0.370	 -0.160
        527.631	 -0.350	 -0.160
        527.633	 -0.360	 -0.170
        527.636	 -0.365	 -0.185
        527.639	 -0.380	 -0.175
        527.642	 -0.365	 -0.165
        527.644	 -0.350	 -0.160
        527.647	 -0.340	 -0.165
        527.650	 -0.350	 -0.170
        527.653	 -0.345	 -0.175
        527.656	 -0.360	 -0.180
        527.658	 -0.360	 -0.175
        527.661	 -0.345	 -0.160
        527.664	 -0.360	 -0.165
        527.667	 -0.340	 -0.175
        527.669	 -0.350	 -0.180
        527.672	 -0.365	 -0.165
        527.675	 -0.360	 -0.155
        527.678	 -0.345	 -0.155
        527.681	 -0.345	 -0.150
        527.683	 -0.345	 -0.160
        527.686	 -0.350	 -0.175
        527.689	 -0.365	 -0.175
        527.692	 -0.360	 -0.165
        527.694	 -0.345	 -0.155
        527.697	 -0.345	 -0.150
        527.700	 -0.350	 -0.155
        527.703	 -0.350	 -0.160
        527.706	 -0.355	 -0.165
        527.708	 -0.345	 -0.160
        527.711	 -0.345	 -0.150
        527.714	 -0.335	 -0.165
        527.717	 -0.345	 -0.155
        527.719	 -0.355	 -0.175
        527.722	 -0.355	 -0.170
        527.725	 -0.355	 -0.170
        527.728	 -0.350	 -0.160
        527.731	 -0.335	 -0.165
        527.733	 -0.350	 -0.160
        527.736	 -0.345	 -0.185
        527.739	 -0.350	 -0.185
        527.742	 -0.345	 -0.170
        527.744	 -0.340	 -0.165
        527.747	 -0.340	 -0.170
        527.750	 -0.335	 -0.175
        527.753	 -0.350	 -0.195
        527.756	 -0.360	 -0.200
